Company Name,Ticker Symbol,Industry Name,SIC Code,Exchange Code,Size class,Stock Price,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,Book Value of Equity,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Eff Tax Rate (+ve income),Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings,Fiscal Year End Date
Global Clean Energy Holdings,GCEH,Biotechnology,2830,NDQ,2,$0.02,135091,270.5,$8.60,$3.80,$12.40,$11.30,$1.10,$0.90,NA,NA,NA,NA,NA,NA,NA,9.56,NA,NA,NA,NA,12.56,NA,NA,NA,NA,57.14%,2.75,0.60,0.4286,88.41%,$1.90,0.1697,NA,NA,NA,NA,-144.44%,-22.22%,-0.4,-3.1,11,-$5.90,NA,-$1.30,-$0.20,-$0.20,$	0.00,-$2.10,0.00%,NA,-655.56%,8.87%,122.22%,10.00%,$2.10,$0.20,$2.70,NA,NA,$0.00,0.00%,73.64%,44.19%,30.65%,NA,0.00%,NA,0.10%,12/31/10
Granite city Food & Brewery,GCFB,Restaurant,5812,NDQ,2,$2.39,12150,7.4,$7.20,$35.40,$42.60,$39.50,$3.10,$89.30,$91.60,NA,NA,NA,NA,NA,2.06,0.08,NA,7.05,1.10,1.10,0.44,0.43,NA,NA,NA,NA,NA,0.90,0.5431,NA,-$5.44,NA,NA,NA,-131.43%,-0.56%,-5.15%,-0.22%,35.8,3.5,56.5,-$9.20,-$0.24,-$4.60,-$0.20,-$0.20,$	5.60,$5.24,0.00%,NA,-10.30%,7.28%,3.47%,5.49%,$0.60,$5.80,$6.60,$91.60,-$3.10,$0.00,1.59%,88.85%,491.67%,83.10%,91.00%,0.00%,NA,2.04%,12/28/10
Guardian Cap Group Ltd,GCG.TO,Financial Svcs. (Div.),6100,TSE,6,$9.75,3023,32.7,$318.40,$46.50,$364.90,$347.40,$17.50,$51.20,NA,21.09,NA,NA,NA,NA,0.96,6.22,NA,267.23,0.97,0.97,6.79,NA,6.50%,NA,NA,16.30%,NA,0.50,0.1650,NA,-$2.10,NA,0.00%,NA,4.57%,-0.36%,29.49%,-2.54%,359.6,330.6,462.4,-$5.10,NA,$15.10,-$1.30,-$1.30,$	1.30,$0.80,0.00%,0.00%,-9.96%,4.80%,34.18%,3.78%,$0.50,$2.60,$0.00,NA,NA,$0.00,1.71%,0.41%,14.60%,12.74%,12.33%,0.00%,NA,NA,12/31/10
Guardian Capital Group 'A',GCG/A.TO,Investment Co.(Foreign),6732,TSE,6,$9.60,22914,32.7,$315.10,$46.50,$361.60,$344.10,$17.50,$51.20,$73.30,20.87,19.10,$0.46,20.87,NA,0.95,6.15,NA,264.69,0.96,0.96,6.72,4.69,6.50%,NA,NA,-14.64%,NA,0.65,0.1702,NA,-$4.30,NA,0.00%,NA,4.57%,-0.36%,29.49%,-2.54%,359.6,330.6,462.4,-$5.10,-$2.20,$15.10,-$1.30,-$1.30,$	1.30,$3.00,0.00%,0.00%,-9.96%,4.84%,34.18%,3.78%,$0.50,$2.60,$0.00,$73.30,$16.50,$0.00,1.71%,0.41%,14.76%,12.86%,12.33%,0.00%,NA,0.01%,12/31/10
Gannett Co.,GCI,Newspaper,2710,NYS,9,$13.37,4177464,239.5,"$3,190.70","$2,352.20","$5,542.90","$5,359.90",$183.00,"$5,438.70","$5,313.70",5.93,6.77,$2.15,6.22,1.98,1.47,0.59,5.07,4.22,1.24,1.23,0.99,1.01,-13.00%,3.00%,3.00%,-4.06%,2.85,1.60,0.3914,96.81%,-$146.25,0.4132,14.17%,-20.43%,24.88%,16.52%,9.90%,19.43%,4333,2163.8,6816.8,$62.90,-$1.45,$538.30,"$1,056.70",$715.67,"$	1,270.60",$861.92,32.27%,36.37%,1.16%,3.30%,3.36%,2.68%,$69.10,$213.90,"$1,187.60","$5,313.70",$471.00,$76.26,49.23%,25.79%,73.72%,42.44%,52.09%,2.39%,1.70%,90.63%,12/31/10
Geos Communications Inc,GCMI,Telecom. Equipment,4811,NDQ,1,$0.00,47661,32.6,$0.40,$8.00,$8.40,$7.40,$1.00,$0.30,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,2.55,2.15,24.67,NA,NA,NA,NA,-54.06%,-2.47,0.85,1.0000,371.43%,-$0.20,0.0572,NA,NA,NA,-24.14%,-3700.00%,-233.33%,2.9,-4.1,5.3,-$1.40,NA,-$11.10,-$0.70,-$0.70,$	0.00,-$0.50,0.00%,NA,-466.67%,11.90%,333.33%,18.87%,$0.50,$0.70,$9.30,NA,-$11.80,$0.00,45.28%,26.42%,2000.00%,95.24%,NA,0.00%,NA,NA,12/31/09
Genesco Inc.,GCO,Shoe,3140,NYS,8,$61.74,321547,23.7,"$1,496.20",$0.00,"$1,496.20","$1,440.30",$55.90,"$1,789.80","$2,129.10",25.36,18.11,$3.83,16.12,1.41,2.40,0.84,15.21,10.11,2.53,2.40,0.80,0.68,2.00%,18.00%,8.50%,15.61%,1.35,1.20,0.2914,43.74%,$23.82,0.6859,0.00%,39.84%,9.45%,10.52%,3.30%,5.29%,568.4,624.3,961.1,$222.70,$42.22,$59.00,$94.70,$59.78,$	142.40,$35.96,36.88%,36.90%,12.44%,3.74%,3.12%,5.82%,$29.30,$47.70,$807.20,"$2,129.10",$82.60,$0.00,22.72%,20.67%,0.00%,0.00%,0.00%,0.00%,5.90%,99.89%,1/29/11
Globecomm Systems,GCOM,Wireless Networking,7380,NDQ,6,$13.68,85611,22.5,$311.20,$26.80,$338.00,$290.00,$48.00,$274.20,$292.00,34.58,19.21,$0.75,18.24,NA,1.69,1.13,14.43,9.73,1.78,1.60,1.06,0.99,13.50%,NA,NA,15.66%,0.88,1.05,0.2942,33.30%,$2.15,0.7883,0.00%,17.92%,4.90%,7.39%,3.28%,7.33%,162.6,183.8,294.6,$37.80,$2.45,$9.00,$20.10,$12.02,$	29.80,$9.86,40.22%,40.00%,13.79%,14.20%,17.51%,16.29%,$9.40,$9.70,$52.40,$292.00,$16.20,$0.00,31.64%,14.29%,8.61%,7.93%,12.73%,0.00%,NA,87.22%,6/30/11
Gen'l Dynamics,GD,Aerospace/Defense,3720,NYS,10,$66.41,2147865,372.1,"$23,553.20","$3,203.00","$26,756.20","$24,143.20","$2,613.00","$32,466.00","$32,131.00",8.96,8.80,$7.64,8.69,1.79,1.77,0.73,6.12,5.35,1.74,1.62,0.74,0.75,16.00%,5.00%,5.50%,5.24%,1.27,1.00,0.1839,31.27%,-$211.06,0.7995,27.07%,-7.72%,19.74%,19.67%,8.09%,12.15%,13906,13316,32545,"$1,169.00",-$12.06,"$2,628.00","$3,945.00","$2,735.46","$	4,514.00","$2,946.53",30.66%,30.66%,3.60%,9.77%,8.05%,8.03%,$370.00,$569.00,"$1,964.00","$32,131.00","$2,678.00",$711.31,44.99%,9.13%,13.60%,11.97%,19.39%,3.02%,6.20%,78.37%,12/31/10
The Goldfarb Corporation,GDFH.TO,Diversified Co.,9913,TSE,3,$3.10,0,5.9,$17.80,$0.00,$17.80,-$0.60,$18.40,NA,NA,17.80,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80,NA,NA,$0.00,NA,0.00%,NA,5.43%,NA,NA,NA,0,18.4,18.5,-$0.10,NA,$1.00,NA,NA,NA,NA,0.00%,0.00%,NA,103.37%,NA,99.46%,$0.00,$0.00,$1.10,NA,NA,$0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,NA,12/31/10
Gardner Denver,GDI,Heavy Truck & Equip,3713,NYS,9,$77.06,483015,52.2,"$3,926.80",$287.90,"$4,214.70","$4,057.70",$157.00,"$1,895.10","$2,287.30",22.70,15.26,$6.15,12.53,1.26,3.34,2.07,15.79,12.79,3.10,2.88,2.14,1.77,23.00%,18.00%,7.50%,6.60%,1.48,1.30,0.2293,34.64%,$45.09,0.8000,5.90%,23.25%,14.70%,14.83%,9.13%,13.56%,1308.1,1177.2,2027.1,$349.30,$72.29,$173.00,$257.00,$193.93,$	317.20,$148.84,24.54%,25.40%,18.43%,3.73%,8.28%,7.75%,$33.00,$60.20,$369.50,"$2,287.30",$257.30,$10.21,42.49%,14.14%,7.33%,6.83%,19.65%,0.26%,1.00%,91.12%,12/31/10
Global Diversified Industries,GDIV,Building Materials,3200,NDQ,1,$0.02,10898,15.4,$0.20,$6.00,$6.20,$3.30,$2.90,$0.60,$0.60,NA,NA,NA,NA,NA,0.05,0.33,NA,NA,0.48,0.63,5.50,5.50,NA,NA,NA,NA,0.03,0.70,1.0000,246.89%,-$0.50,0.0709,NA,NA,-150.00%,-71.26%,-950.00%,-819.51%,6.9,3.8,13.7,$2.00,$0.00,-$5.70,-$4.92,-$4.92,$	(4.32),-$4.42,0.00%,NA,333.33%,46.77%,483.33%,21.17%,$0.10,$0.60,$2.40,$0.60,-$5.70,$0.00,3.65%,22.63%,3000.00%,96.77%,61.22%,0.00%,NA,NA,4/30/10
Green Dot Corp,GDOT,Financial Svcs. (Div.),6100,NYS,8,$31.22,296034,41.9,"$1,375.80",$35.10,"$1,410.90","$1,243.40",$167.50,$363.90,$439.60,32.60,29.91,$1.42,21.99,1.15,8.33,3.78,17.94,16.17,38.02,7.05,3.42,2.83,NA,28.33%,NA,NA,NA,NA,0.4454,NA,$7.15,NA,0.00%,17.01%,25.56%,128.53%,11.60%,19.04%,32.7,165.1,285.8,$6.00,$1.25,$42.20,$69.30,$42.03,$	76.90,$34.88,39.35%,39.37%,1.65%,11.87%,46.03%,58.61%,$13.50,$7.60,$167.50,$439.60,$46.00,$0.00,0.00%,3.36%,2.55%,2.49%,17.53%,0.00%,NA,76.26%,12/31/10
Goodrich Petro Corp.,GDP,Petroleum (Producing),1300,NYS,6,$13.73,779567,37.7,$475.00,$346.30,$821.30,$803.50,$17.80,$148.30,$185.90,NA,NA,NA,NA,NA,2.58,3.20,NA,10.59,1.57,1.55,5.42,4.32,NA,15.00%,NA,33.02%,1.71,1.60,0.4120,52.98%,$140.37,0.7550,NA,NA,-142.45%,-7.02%,-176.74%,-24.28%,512.5,184,664.6,-$50.20,-$12.73,-$262.10,-$36.00,-$36.00,$	75.90,-$176.37,0.00%,NA,-33.85%,2.17%,12.00%,2.68%,$265.00,$111.90,$30.90,$185.90,-$29.20,$0.00,0.00%,80.91%,72.91%,42.16%,65.30%,0.00%,NA,88.36%,12/31/10
Gendis Inc.,GDS.TO,Diversified Co.,9913,TSE,4,$3.59,5785,13.9,$42.60,$11.00,$53.60,$22.30,$31.30,$3.70,$7.10,12.91,22.42,NA,NA,NA,1.23,11.51,27.88,17.15,1.57,1.18,6.03,3.14,NA,NA,NA,-4.87%,0.25,0.95,0.2565,40.94%,-$1.69,0.5801,0.00%,-210.81%,9.57%,5.63%,89.19%,21.62%,14.2,34.5,48.3,-$1.40,-$1.29,$3.30,$0.80,$0.80,$	1.30,$2.49,0.00%,0.00%,-37.84%,58.40%,845.95%,64.80%,$0.10,$0.50,$0.00,$7.10,$1.90,$0.00,0.00%,24.22%,25.82%,20.52%,24.18%,0.00%,NA,NA,1/31/11
Gen'l Electric,GE,Diversified Co.,9913,NYS,10,$17.91,61380152,10615.4,"$190,560.20","$478,640.00","$669,200.20","$546,304.20","$122,896.00","$150,211.00","$150,969.00",15.10,12.99,$1.53,11.71,1.21,1.60,1.27,18.09,13.59,1.15,1.12,3.64,3.62,-4.00%,12.50%,3.00%,-3.76%,1.93,1.20,0.2139,41.97%,"$1,351.51",0.7148,56.91%,4.83%,10.61%,5.89%,8.40%,20.10%,474680,118936,751216,"$310,035.00","$1,564.51","$12,623.00","$30,191.00","$27,959.89","$	40,204.00","$26,608.38",7.39%,11.16%,206.40%,18.36%,81.82%,16.36%,"$9,800.00","$10,013.00",$0.00,"$150,969.00","$14,666.00","$7,184.12",9.91%,8.81%,251.18%,71.52%,80.10%,3.77%,1.00%,52.00%,12/31/10
Georgia Carolina Bancshares In,GECR,Bank,6000,NDQ,3,$7.00,1995,3.5,$25.90,$28.60,$54.50,$22.80,$31.70,NA,NA,17.27,5.51,NA,NA,NA,0.58,NA,1.21,1.21,0.54,0.74,NA,NA,-6.00%,NA,NA,NA,0.87,0.80,0.2500,43.31%,$0.00,0.4618,0.00%,0.00%,3.33%,44.87%,NA,NA,41.9,45,495.3,$0.00,NA,$1.50,$18.80,$18.80,$	18.80,$18.80,0.00%,0.00%,NA,58.17%,NA,6.40%,$0.00,$0.00,$6.30,NA,$4.70,$0.00,0.00%,0.00%,110.42%,52.48%,38.86%,0.00%,NA,NA,12/31/10
Global Environmental Energy C,GEECF,Power,4900,NDQ,1,$0.01,163726,125.7,$1.30,$34.10,$35.40,$35.30,$0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.7500,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,-73.7,-107.7,0.1,-$3.70,NA,-$25.50,NA,NA,NA,NA,0.00%,NA,NA,0.28%,NA,100.00%,$0.00,$0.00,$20.20,NA,NA,$0.00,0.00%,0.00%,2623.08%,96.33%,NA,0.00%,NA,NA,5/31/09
Internet America Inc,GEEK,Internet,7370,NDQ,1,$0.22,13928,16.7,$3.50,$1.00,$4.50,$3.00,$1.50,$7.00,$7.70,NA,NA,NA,NA,NA,1.00,0.50,15.00,2.50,1.00,1.00,0.43,0.39,NA,NA,NA,-6.88%,-0.26,0.45,0.4754,91.55%,-$0.77,0.1229,NA,-385.00%,-8.57%,6.67%,-4.29%,2.86%,3,3.5,5.8,-$0.70,-$0.07,-$0.30,$0.20,$0.20,$	1.20,$0.97,0.00%,NA,-10.00%,33.33%,21.43%,25.86%,$0.30,$1.00,$1.50,$7.70,NA,$0.00,34.48%,24.14%,28.57%,22.22%,22.22%,0.00%,NA,0.09%,6/30/11
Greif Inc.,GEF,Packaging & Container,2640,NYS,8,$45.55,171259,47.1,"$2,139.00","$1,494.90","$3,633.90","$3,506.50",$127.40,"$4,248.00","$4,248.00",9.80,9.80,$3.80,11.99,0.85,1.54,0.50,9.23,6.69,1.27,1.26,0.83,0.83,17.50%,11.50%,9.00%,22.92%,1.15,1.15,0.2474,32.80%,$21.70,0.8000,36.27%,8.02%,15.67%,9.81%,5.14%,8.94%,2759.7,1392.2,4207.3,$397.90,$0.00,$218.20,$379.70,$270.67,$	523.90,$248.97,28.72%,27.48%,9.37%,3.51%,3.00%,3.03%,$165.90,$144.20,$419.40,"$4,248.00",$218.20,$79.14,29.35%,34.11%,69.89%,41.14%,51.78%,3.70%,2.50%,86.18%,10/31/11
Genesis Energy,GEL,Oilfield Svcs/Equip.,3533,AMS,8,$28.04,194942,64.6,"$1,935.90",$610.00,"$2,545.90","$2,540.10",$5.80,"$2,101.30","$2,885.10",NA,NA,$1.09,25.72,NA,2.89,0.92,NA,96.95,1.99,1.99,1.21,0.88,52.50%,6.50%,NA,-10.53%,0.57,1.05,0.1772,29.30%,-$26.24,0.8000,NA,NA,-7.25%,-2.15%,-2.31%,-1.30%,1273.5,669.3,1506.7,$40.10,$14.96,-$48.50,-$27.40,-$27.40,$	26.20,-$1.16,0.00%,NA,1.91%,0.23%,0.28%,0.38%,$12.40,$53.60,$113.40,"$2,885.10",-$30.60,$123.12,29.55%,17.59%,31.51%,23.96%,47.68%,6.36%,NA,27.60%,12/31/10
Gencor Inds Inc,GENC,Machinery,3500,NDQ,4,$6.94,7163,9.5,$65.30,$0.00,$65.30,-$8.90,$74.20,$59.70,$59.70,326.50,217.67,NA,NA,NA,0.66,1.09,NA,NA,-0.36,0.66,-0.15,-0.15,-30.00%,NA,NA,7.39%,0.58,0.90,0.1013,27.21%,$0.60,0.8000,0.00%,NA,0.20%,-7.13%,0.34%,-2.94%,24.6,98.8,104.4,$15.60,$0.00,$0.20,-$1.75,-$1.75,$	(0.85),-$2.35,0.00%,NA,26.13%,113.63%,124.29%,71.07%,$1.50,$0.90,$11.20,$59.70,$0.30,$0.00,0.00%,7.95%,0.00%,0.00%,0.00%,0.00%,NA,13.78%,9/30/11
Genetic Technologies Limited,GENE,Drug,2834,NDQ,4,$3.03,218192,13.5,$44.20,$0.10,$44.30,$38.90,$5.40,$4.90,NA,49.11,NA,NA,NA,NA,6.31,9.02,NA,NA,22.88,6.24,7.94,NA,NA,NA,NA,-20.83%,2.17,0.20,0.8455,163.17%,-$0.60,0.0306,0.00%,NA,12.86%,-41.18%,18.37%,-14.29%,1.7,7,9.5,-$0.90,NA,$0.90,-$0.70,-$0.70,$	0.00,-$0.10,0.00%,0.00%,-18.37%,12.19%,110.20%,56.84%,$0.10,$0.70,$7.10,NA,NA,$0.00,18.95%,10.53%,0.23%,0.23%,1.41%,0.00%,NA,1.91%,6/30/11
Geo Group (The),GEO,Property Management,6510,NYS,8,$16.75,504963,64.4,"$1,056.10",$839.90,"$1,896.00","$1,856.30",$39.70,"$1,270.00","$1,580.80",16.63,11.92,$1.34,12.50,1.66,1.04,0.83,13.21,9.84,1.02,1.02,1.46,1.17,31.50%,10.00%,6.00%,-10.82%,0.99,0.95,0.2434,32.29%,$87.32,0.7355,0.00%,104.10%,6.23%,4.61%,5.00%,11.06%,1819.1,1018.9,2423.8,$156.60,$38.32,$63.50,$140.50,$83.88,$	188.60,-$3.44,40.30%,35.27%,12.33%,2.09%,3.13%,1.64%,$97.10,$48.10,$106.40,"$1,580.80",$88.60,$0.00,13.73%,62.35%,79.53%,44.30%,45.19%,0.00%,2.60%,NA,1/2/11
GeoResources Inc,GEOI,Petroleum (Producing),1300,NDQ,7,$29.31,357185,19.7,$757.90,$87.00,$844.90,$835.50,$9.40,$107.00,$123.70,32.53,25.52,$1.32,22.20,1.28,3.80,7.08,19.66,12.36,3.02,2.95,7.81,6.75,22.50%,25.40%,NA,32.90%,1.65,1.35,0.3869,49.71%,$44.83,0.6789,0.00%,159.38%,11.68%,10.15%,21.78%,39.72%,277.1,199.5,359.7,-$1.10,-$0.17,$23.30,$42.50,$28.13,$	67.60,-$16.70,33.82%,33.99%,-1.03%,1.11%,8.79%,2.61%,$70.10,$25.10,$11.40,$123.70,$29.70,$0.00,0.00%,84.21%,11.48%,10.30%,30.37%,0.00%,NA,76.04%,12/31/10
GeoEye Inc.,GEOY,Aerospace/Defense,3720,NDQ,6,$22.22,193402,22.1,$498.50,$508.20,"$1,006.70",$673.40,$333.30,$330.30,$342.10,11.25,11.81,$2.16,10.29,0.80,1.12,1.51,6.50,3.99,1.09,1.06,2.04,1.97,NA,14.00%,12.50%,9.98%,0.61,1.00,0.4261,51.24%,$167.31,0.4879,0.00%,266.40%,10.00%,10.16%,13.41%,31.37%,618.1,443.2,1269.1,-$30.60,-$1.09,$44.30,$103.60,$62.80,$	168.90,-$104.50,39.38%,41.79%,-9.26%,33.11%,100.91%,26.26%,$233.70,$65.30,$57.50,$342.10,$42.20,$0.00,6.82%,57.76%,101.95%,50.48%,53.42%,0.00%,2.00%,95.79%,12/31/10
Geron Corp,GERN,Drug,2834,NDQ,5,$1.48,1483110,122.6,$182.80,$0.00,$182.80,-$3.80,$186.60,$3.60,$3.30,NA,NA,NA,NA,NA,0.95,50.78,NA,NA,-0.62,0.95,-1.06,-1.15,NA,NA,NA,52.94%,0.96,1.30,0.5988,66.71%,$1.91,0.4872,NA,NA,-39.65%,-1158.27%,-2122.22%,-1962.62%,6.09999999999999,192.7,233.6,-$32.50,$2.71,-$76.40,-$70.65,-$70.65,$	(69.05),-$72.56,0.00%,NA,-902.78%,102.08%,5183.33%,79.88%,$0.80,$1.60,$18.00,$3.30,-$89.50,$0.00,0.00%,1.33%,0.00%,0.00%,0.00%,0.00%,NA,30.74%,12/31/10
Greenshift Corp,GERSD,Environmental,4953,NDQ,8,$0.09,104053870,13980.7,"$1,143.90",$54.40,"$1,198.30","$1,198.30",$0.00,$7.70,$10.20,NA,408.54,NA,NA,NA,NA,148.56,NA,NA,NA,NA,155.62,117.48,NA,NA,NA,-44.66%,1.52,0.50,1.0000,131.43%,-$5.29,0.0951,NA,NA,NA,NA,-136.36%,-56.95%,-0.699999999999996,-55.1,14.5,-$12.60,-$4.09,-$10.50,-$4.39,-$4.39,$	(3.19),$0.91,0.00%,NA,-163.64%,0.00%,0.00%,0.00%,$0.00,$1.20,$6.40,$10.20,$2.80,$0.00,3.45%,60.00%,4.76%,4.54%,NA,0.00%,NA,NA,12/31/10
Guess Inc.,GES,Apparel,2300,NYS,9,$29.82,1639902,92.3,"$2,735.10",$14.40,"$2,749.50","$2,307.40",$442.10,"$2,487.30","$2,669.20",9.33,9.42,$3.75,7.95,0.78,2.57,1.10,5.62,4.83,3.61,2.54,0.93,0.86,50.50%,12.00%,10.00%,17.42%,1.61,1.25,0.2975,45.74%,$77.01,0.6832,25.30%,26.89%,27.48%,44.85%,11.78%,16.50%,638.5,1066.2,1685.8,$292.70,$21.41,$293.00,$410.30,$286.34,$	477.80,$209.34,30.21%,31.38%,11.77%,16.08%,17.77%,26.22%,$123.10,$67.50,$680.00,"$2,669.20",$290.30,$74.12,0.00%,18.62%,0.53%,0.52%,1.33%,2.71%,30.50%,72.00%,1/29/11
Gaylord Entertainm.,GET,Hotel/Gaming,7000,NYS,8,$24.14,644791,48.1,"$1,123.10","$1,159.20","$2,282.30","$2,157.90",$124.40,$770.00,$893.80,NA,NA,$0.73,33.07,NA,1.09,1.46,68.29,15.73,1.05,1.04,2.80,2.41,NA,NA,6.00%,-14.52%,2.93,1.90,0.3746,71.06%,$72.99,0.6684,NA,230.97%,-8.95%,1.53%,-11.97%,4.10%,2064.6,1029.8,2620.9,-$99.60,-$16.01,-$92.20,$31.60,$31.60,$	137.20,-$41.39,0.00%,NA,-12.94%,5.45%,16.16%,4.75%,$194.60,$105.60,$158.20,$893.80,-$24.00,$0.00,0.00%,83.99%,103.21%,50.79%,52.96%,0.00%,4.00%,88.37%,12/31/10
Synageva BioPharma Corp,GEVA,Drug,2834,NDQ,5,$26.63,58465,4.5,$107.70,$0.00,$107.70,$62.50,$45.20,$26.70,$25.30,5.39,5.89,NA,NA,NA,1.94,4.03,3.05,2.99,6.13,1.94,2.34,2.47,NA,NA,NA,76.24%,0.31,0.70,0.4640,51.22%,-$0.56,0.3417,0.00%,-2.84%,36.10%,192.08%,74.91%,76.78%,10.2,55.4,57.3,$3.00,-$0.16,$20.00,$20.50,$19.59,$	20.90,$20.15,4.43%,4.31%,11.24%,41.97%,169.29%,78.88%,$0.00,$0.40,$5.80,$25.30,$18.30,$0.00,3.84%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,21.75%,12/31/10
Gevo Inc,GEVO,Chemical (Diversified),2813,NDQ,5,$6.29,0,1.2,$152.50,$20.40,$172.90,$157.60,$15.30,$16.40,$61.40,NA,NA,NA,NA,NA,7.63,9.30,NA,NA,6.28,4.28,9.61,2.57,NA,25.00%,NA,NA,NA,NA,0.6715,NA,-$7.06,NA,NA,NA,-189.00%,-495.02%,-230.49%,-757.62%,25.1,20,51.6,-$1.70,-$4.66,-$37.80,-$124.25,-$124.25,$	(121.05),-$117.19,0.00%,NA,-10.37%,8.85%,93.29%,29.65%,$0.80,$3.20,$38.50,$61.40,-$38.10,$0.00,0.00%,45.54%,13.38%,11.80%,50.50%,0.00%,NA,24.92%,12/31/10
Griffon Corp.,GFF,Diversified Co.,9913,NYS,7,$9.13,216446,59.9,$581.60,$524.00,"$1,105.60",$935.80,$169.80,"$1,294.00","$1,830.80",44.40,28.23,$0.65,14.05,1.81,0.82,0.45,34.79,13.90,0.88,0.90,0.72,0.51,-26.00%,24.50%,7.50%,7.75%,1.55,1.20,0.3370,42.71%,$135.25,0.7024,38.63%,734.57%,1.84%,1.73%,1.01%,2.08%,1064.9,710.7,1749.5,$325.80,$135.15,$13.10,$26.90,$18.41,$	67.30,-$116.84,31.55%,31.41%,25.18%,15.36%,13.12%,9.71%,$40.50,$40.40,$261.40,"$1,830.80",$20.60,$5.06,33.74%,18.00%,90.10%,47.40%,42.44%,0.87%,25.90%,82.03%,9/30/10
GFI Group Inc.,GFIG,Financial Svcs. (Div.),6100,NDQ,7,$4.12,334478,122.1,$502.90,$192.40,$695.30,$337.70,$357.60,$862.10,"$1,004.60",19.64,21.58,$0.33,12.48,0.98,1.02,0.58,5.05,3.33,1.04,1.02,0.39,0.34,-10.00%,20.00%,NA,2.12%,1.8,1.50,0.2247,55.65%,-$34.03,0.6739,93.12%,-62.41%,5.22%,16.75%,2.97%,7.76%,325.5,490.7,1271,-$77.60,-$12.83,$25.60,$66.90,$54.52,$	101.30,$88.55,18.50%,19.50%,-9.00%,51.43%,41.48%,28.14%,$13.20,$34.40,$0.00,"$1,004.60",$23.30,$23.84,26.37%,4.77%,38.26%,27.67%,28.17%,4.74%,NA,43.27%,12/31/10
George Foreman Enterprises In,GFME,Retail (Hardlines),5999,NDQ,1,$0.44,8527,5.1,$2.50,$1.00,$3.50,$3.20,$0.30,$0.50,$0.10,NA,NA,NA,NA,NA,NA,5.00,32.00,32.00,NA,NA,6.40,32.00,NA,NA,NA,-44.30%,0.12,1.85,0.9079,244.96%,$0.96,0.1888,NA,960.00%,NA,NA,NA,20.00%,-1.2,-1.9,0.3,-$1.20,$0.96,NA,$0.10,$0.10,$	0.10,-$0.86,0.00%,NA,-240.00%,8.57%,60.00%,100.00%,$0.00,$0.00,$0.40,$0.10,-$1.90,$0.00,0.00%,0.00%,40.00%,28.57%,NA,0.00%,NA,NA,12/31/10
General Finance Corp,GFN,Industrial Services,7300,AMS,4,$2.65,7286,22,$55.30,$136.60,$191.90,$185.30,$6.60,$182.30,$176.50,NA,NA,NA,NA,NA,0.59,0.30,11.80,5.36,0.83,0.84,1.02,1.05,NA,NA,NA,16.67%,0.82,0.50,0.3707,60.97%,$24.70,0.2050,NA,157.30%,-16.86%,7.04%,-8.61%,8.61%,223.1,93.1,387.6,$12.70,-$0.40,-$15.70,$15.70,$15.70,$	34.60,-$9.00,0.00%,NA,6.97%,3.44%,3.62%,1.70%,$44.00,$18.90,$44.70,$176.50,-$13.90,$0.00,23.81%,60.04%,247.02%,71.18%,59.47%,0.00%,NA,15.46%,6/30/11
GFR Pharmaceuticals Inc,GFRP,Food Processing,2000,NDQ,3,$0.51,16730,42.1,$31.60,$0.40,$32.00,$31.70,$0.30,$4.40,NA,13.17,NA,NA,NA,NA,4.94,7.18,10.93,8.57,4.88,4.71,7.20,NA,-47.50%,NA,NA,12.67%,NA,0.05,0.8605,400.00%,$0.00,0.0031,0.00%,0.00%,37.50%,35.09%,54.55%,65.91%,6.5,6.4,8.8,$0.70,NA,$2.40,$2.90,$2.28,$	3.70,$2.28,21.34%,25.00%,15.91%,0.94%,6.82%,3.41%,$0.80,$0.80,$0.50,NA,NA,$0.00,1.14%,79.55%,1.27%,1.25%,5.88%,0.00%,NA,NA,12/31/10
